countyfips,level,pct
01001,female,0.52084016198333
01001,male,0.47900932509167
01003,female,0.50305289707813
01003,male,0.46514259953125
01005,female,0.48796517262222
01005,male,0.51101970266667
01007,female,0.47902041700000
01007,male,0.52097958300000
01009,female,0.51004313174444
01009,male,0.48950870095556
01011,female,0.45761318933333
01011,male,0.54238681066667
01013,female,0.55123134612222
01013,male,0.44876865387778
01015,female,0.49727812818387
01015,male,0.43805825315484
01017,female,0.51968253864444
01017,male,0.48031746135556
01019,female,0.50482792070000
01019,male,0.49517207930000
01021,female,0.51201980474444
01021,male,0.48798019525556
01023,female,0.52616629262500
01023,male,0.47372371085000
01025,female,0.53563833515556
01025,male,0.46332902357778
01027,female,0.52978917822500
01027,male,0.47021082177500
01029,female,0.51311024387500
01029,male,0.48613607490000
01031,female,0.51519541200000
01031,male,0.48480458800000
01033,female,0.53255833377857
01033,male,0.46737990194286
01035,female,0.51704406234000
01035,male,0.48295593766000
01037,female,0.49792335246667
01037,male,0.50207664753333
01039,female,0.52499053615000
01039,male,0.47386224310714
01041,female,0.51687204598333
01041,male,0.48299266996667
01043,female,0.51079530249444
01043,male,0.48823751486111
01045,female,0.51518480199286
01045,male,0.48442737765000
01047,female,0.54504940136000
01047,male,0.45426041490667
01049,female,0.51286668195000
01049,male,0.48684313497857
01051,female,0.52732823637333
01051,male,0.47257477744667
01053,female,0.49975206302222
01053,male,0.49967180497778
01055,female,0.53141428552000
01055,male,0.46804179527667
01057,female,0.51929431292000
01057,male,0.48070568708000
01059,female,0.51047606015556
01059,male,0.48912517558889
01061,female,0.51496100831667
01061,male,0.48503899168333
01063,female,0.52321331840000
01063,male,0.47678668160000
01065,female,0.53272652956667
01065,male,0.46727347043333
01067,female,0.51304722070000
01067,male,0.48695277930000
01069,female,0.53208576795000
01069,male,0.46769364534545
01071,female,0.51610452033636
01071,male,0.48353390767273
01073,female,0.53804946588957
01073,male,0.46124689348834
01075,female,0.52129062696667
01075,male,0.47842283123333
01077,female,0.52656428629091
01077,male,0.47157907135455
01079,female,0.51599705114444
01079,male,0.48400294885556
01081,female,0.51194248495926
01081,male,0.48541863818889
01083,female,0.50934060029375
01083,male,0.48973464361250
01085,female,0.54472350157500
01085,male,0.45527649842500
01087,female,0.54669688793333
01087,male,0.45254844327500
01089,female,0.51985266132740
01089,male,0.47949719261781
01091,female,0.52801554783333
01091,male,0.47198445216667
01093,female,0.50816480461250
01093,male,0.49179645550000
